BAUM-2_S001_S050\S002\wav\001.wav	con	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S008\wav\001.wav	hap	1	eng	en	m	BAUM2
BAUM-2_S001_S050\S009\wav\003.wav	hap	1	eng	en	m	BAUM2
BAUM-2_S001_S050\S009\wav\008.wav	hap	1	eng	en	m	BAUM2
BAUM-2_S001_S050\S009\wav\009.wav	dis	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S009\wav\011.wav	hap	1	eng	en	m	BAUM2
BAUM-2_S001_S050\S010\wav\001.wav	sad	-1	eng	en	f	BAUM2
BAUM-2_S001_S050\S010\wav\003.wav	ang	-1	eng	en	f	BAUM2
BAUM-2_S001_S050\S010\wav\004.wav	ang	-1	eng	en	f	BAUM2
BAUM-2_S001_S050\S011\wav\001.wav	sur	-1	eng	en	f	BAUM2
BAUM-2_S001_S050\S012\wav\001.wav	ang	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S012\wav\003.wav	sur	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S012\wav\004.wav	sad	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S012\wav\007.wav	sur	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S012\wav\008.wav	hap	1	eng	en	m	BAUM2
BAUM-2_S001_S050\S015\wav\002.wav	sur	-1	tur	tr	f	BAUM2
BAUM-2_S001_S050\S015\wav\004.wav	sad	-1	tur	tr	f	BAUM2
BAUM-2_S001_S050\S015\wav\006.wav	con	-1	tur	tr	f	BAUM2
BAUM-2_S001_S050\S015\wav\007.wav	dis	-1	tur	tr	f	BAUM2
BAUM-2_S001_S050\S017\wav\001.wav	con	-1	eng	en	f	BAUM2
BAUM-2_S001_S050\S021\wav\001.wav	hap	1	tur	tr	m	BAUM2
BAUM-2_S001_S050\S023\wav\001.wav	ang	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S025\wav\003.wav	fea	-1	eng	en	f	BAUM2
BAUM-2_S001_S050\S028\wav\001.wav	ang	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S028\wav\002.wav	sur	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S030\wav\001.wav	fea	-1	tur	tr	f	BAUM2
BAUM-2_S001_S050\S032\wav\012.wav	ang	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S032\wav\014.wav	ang	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S032\wav\015.wav	ang	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S032\wav\018.wav	ang	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S032\wav\019.wav	ang	-1	eng	en	m	BAUM2
BAUM-2_S001_S050\S032\wav\020.wav	ang	-1	eng	en	m	BAUM2
